-0.3133	-0.0615
-0.0615	-0.6513
-0.6513	-0.3437
-0.3437	0.3988
0.0373	-0.083
-0.083	-0.1977
-0.1977	-0.5427
-0.5427	-0.3451
-0.3821	-0.3098
-0.3098	0.0807
0.0807	-0.0723
-0.0723	0.4572
0.4572	0.1567
0.1785	0.3008
0.3008	-0.3003
-0.3003	-0.0453
-0.3026	-0.3485
-0.3485	-0.5641
-0.5427	-0.3934
-0.3934	0.3547
0.3547	-0.0644
-0.5524	0.6679
0.6679	-0.6545
-0.6545	0.0063
0.0063	0.7298
0.7298	0.226
-0.0208	-0.6615
-0.6615	-0.2495
-0.2495	-0.2996
-0.468	0.4294
0.4294	-0.4069
-0.4993	-0.1564
-0.1564	-0.3606
-0.3606	-0.3244
-0.0325	-0.5248
-0.5248	-0.2934
0.0187	-0.1069
-0.1069	-0.4494
-0.4494	-0.5517
-0.5517	-0.4514
0.0513	-0.4729
-0.4729	-0.3587
-0.0079	-0.4314
-0.4314	-0.5837
-0.2472	-0.5095
-0.5095	-0.1253
-0.5221	0.2459
0.2459	-0.1883
-0.009	0.0164
0.0164	-0.1325
-0.0302	-0.1487
-0.1487	-0.6745
-0.1468	-0.6768
-0.6768	-0.535
0.563	0.5727
0.5727	-0.1102
-0.3825	0.3583
0.3583	-0.1176
-0.4893	-0.0601
-0.0601	-0.203
-0.6066	-0.3674
-0.3674	-0.0873
0.5158	0.4092
0.4092	0.4927
0.4927	0.0323
-0.3833	-0.3724
-0.3724	-0.4105
-0.4105	-0.6186
-0.2716	-0.659
-0.659	-0.754
-0.3388	-0.2428
-0.2428	0.0705
0.3296	-0.287
-0.287	0.0421
-0.2511	-0.2272
-0.2272	-0.4316
-0.4316	0.0362
0.5621	0.4757
0.4757	0.5386
0.3248	-0.2034
-0.2034	0.04
-0.4229	-0.545
-0.545	-0.0601
-0.1374	0.3743
0.3743	-0.2239
0.1482	0.2671
0.2671	-0.1222
-0.6254	0.1224
0.1224	-0.3828
-0.0544	0.2096
0.2096	0.0035
-0.5703	-0.295
-0.295	-0.2872
-0.2872	0.3217
0.3217	0.3366
-0.2994	-0.1107
-0.1107	-0.4851
-0.2484	-0.7245
-0.7245	-0.8088
-0.5807	-0.7657
-0.7657	0.0652
0.0652	0.1912
-0.0032	0.077
0.077	-0.67
-0.67	-0.5079
0.731	0.3191
0.3191	-0.5891
-0.5891	-0.4547
0.0468	0.2988
0.2988	-0.4433
0.0879	0.2421
0.2421	-0.5234
-0.5234	0.0189
0.0189	-0.4622
-0.2553	0.273
0.273	-0.2138
-0.2138	-0.2127
-0.2185	0.2356
0.2356	0.1096
0.1096	-0.2782
-0.2782	-0.5665
-0.1934	0.4565
0.4565	0.2899
0.3284	-0.105
-0.105	0.0945
-0.0884	-0.5895
-0.5895	0.3503
-0.1537	-0.2682
-0.2682	-0.3543
-0.3656	-0.6119
-0.6119	0.0432
-0.4873	-0.5827
-0.5827	-0.3799
-0.1599	-0.0478
-0.0478	0.1579
0.3458	0.672
0.672	-0.3759
-0.7098	-0.5393
-0.5393	-0.5176
0.2327	0.7465
0.7465	0.7279
-0.4905	0.0852
0.0852	0.8674
0.8674	-0.5265
0.1195	0.0234
0.0234	-0.4775
-0.1418	-0.7692
-0.7692	-0.3867
-0.3902	-0.4462
-0.4462	0.0928
0.3484	0.1525
0.1525	-0.1547
0.418	0.5426
0.5426	0.3984
0.3984	0.0106
-0.3428	-0.2995
-0.2995	0.2957
0.0236	-0.1797
-0.1797	-0.6338
0.0095	-0.0673
-0.0673	0.0738
-0.18	-0.719
-0.719	-0.507
